user_id,signup_date,city,acquisition_channel,birth_year,email
U01398,2024-12-19,Cologne,Organic,2001,user1398@example.com
U01251,2025-05-25,Frankfurt,Organic,1969,user1251@example.com
U00531,30.01.2025,Munich,Meta Ads,1994,user531@example.com
U01902,2024-03-09,Berlin,Google Ads,1992,user1902@example.com
U00426,2025-11-11,Munich,Organic,1968,user426@example.com
U01673,2025-09-14,Frankfurt,Google Ads,2001,
U00521,2025-02-09,Frankfurt,Referral,1979,user521@example.com
U00685,2025-09-12,Hamburg,Meta Ads,1987,user685@example.com
U01465,2025-07-10,Berlin,Google Ads,1998,
U01009,2024-11-15,Cologne,TikTok Ads,1966,user1009@example.com
U01325,2025-09-11,Cologne,Meta Ads,2001,user1325@example.com
U00204,2025-10-05,Cologne,TikTok Ads,2006,user204@example.com
U00034,10.04.2024,Munich,Meta Ads,1992,user34@example.com
U00502,2025-03-20,Frankfurt,TikTok Ads,1964,user502@example.com
U01322,2025-08-02,Hamburg,TikTok Ads,2006,user1322@example.com
U00355,2024-04-08,Hamburg,Referral,1973,user355@example.com
U00886,2025-09-16,Berlin,TikTok Ads,1988,user886@example.com
U01124,19.01.2024,Frankfurt,Organic,1965,user1124@example.com
U00619,2025-06-04,Hamburg,TikTok Ads,1960,user619@example.com
U00740,2025-06-17,Berlin,Meta Ads,1988,user740@example.com
U01363,2024-06-05,Munich,Google Ads,1971,user1363@example.com
U01110,01.04.2024,Hamburg,Meta Ads,1971,user1110@example.com
U01384,03.11.2024,Cologne,Organic,1991,user1384@example.com
U00140,2025-04-25,Berlin,Referral,1974,user140@example.com
U00286,2025-08-30,Hamburg,Organic,1990,user286@example.com
U01969,2024-05-14,Berlin,Organic,1981,user1969@example.com
U01128,2025-05-07,Cologne,Meta Ads,1999,user1128@example.com
U01023,2025-09-06,Cologne,Organic,2001,user1023@example.com
U01752,2025-03-11,Hamburg,Google Ads,1961,user1752@example.com
U01666,2025-06-14,Cologne,Google Ads,1990,user1666@example.com
U01574,2024-01-19,Hamburg,Meta Ads,1994,user1574@example.com
U01705,2025-08-07,Hamburg,Meta Ads,2001,user1705@example.com
U00045,2024-09-07,Hamburg,TikTok Ads,1968,user45@example.com
U00930,2025-11-25,Munich,Referral,1965,user930@example.com
U00776,2025-04-01,Hamburg,Organic,1994,user776@example.com
U01369,2024-08-02,Hamburg,TikTok Ads,2005,user1369@example.com
U00244,2025-03-23,Hamburg,Meta Ads,2005,user244@example.com
U00451,05.06.2025,Frankfurt,Meta Ads,1958,user451@example.com
U00016,2025-05-20,Munich,Organic,1961,user16@example.com
U01990,2024-11-14,Frankfurt,Referral,1998,user1990@example.com
U00815,2024-04-02,Cologne,Meta Ads,1965,user815@example.com
U01027,2024-06-21,Frankfurt,Google Ads,1970,user1027@example.com
U01838,2024-01-02,Munich,Meta Ads,2006,user1838@example.com
U00471,2024-01-13,Hamburg,Google Ads,1972,user471@example.com
U01542,2025-08-08,Cologne,Organic,1973,user1542@example.com
U01907,2024-04-10,Munich,Organic,1961,user1907@example.com
U01280,2024-10-31,Cologne,Organic,1969,user1280@example.com
U01038,2024-11-15,Frankfurt,TikTok Ads,1989,user1038@example.com
U01850,2025-07-09,Hamburg,Referral,1976,
U01928,2025-07-04,Berlin,Referral,1976,user1928@example.com
U01685,2024-08-28,Berlin,Organic,1999,user1685@example.com
U00859,2025-04-21,Frankfurt,Google Ads,1963,user859@example.com
U01708,2024-01-27,Cologne,TikTok Ads,1971,user1708@example.com
U01198,07.04.2025,Munich,Google Ads,1987,user1198@example.com
U00879,2024-01-12,Frankfurt,Meta Ads,1959,user879@example.com
U01442,2025-05-09,Hamburg,Meta Ads,1990,user1442@example.com
U00757,2024-03-22,Frankfurt,Referral,1998,user757@example.com
U01851,13.10.2025,Frankfurt,Meta Ads,1965,user1851@example.com
U00896,2024-08-31,Hamburg,Google Ads,2004,user896@example.com
U00888,2025-04-09,Hamburg,Referral,1988,user888@example.com
U00515,2025-10-04,Berlin,Google Ads,1996,user515@example.com
U00565,2025-05-07,Berlin,TikTok Ads,1958,user565@example.com
U01011,2024-05-25,Berlin,Organic,1977,user1011@example.com
U01380,2025-10-29,Berlin,Meta Ads,2006,user1380@example.com
U00039,10.06.2024,Cologne,Google Ads,1990,user39@example.com
U00191,24.09.2025,Frankfurt,TikTok Ads,1963,user191@example.com
U01869,2025-07-23,Frankfurt,TikTok Ads,1973,user1869@example.com
U01709,2024-12-18,Munich,Organic,1982,user1709@example.com
U01048,2025-09-21,Berlin,TikTok Ads,1985,user1048@example.com
U01064,2024-04-24,Cologne,TikTok Ads,1990,user1064@example.com
U00771,2025-05-14,Berlin,TikTok Ads,2002,user771@example.com
U00604,2025-10-24,Hamburg,Google Ads,1973,user604@example.com
U01603,2025-11-28,Berlin,Organic,1969,user1603@example.com
U00877,2025-01-26,Frankfurt,Meta Ads,1985,user877@example.com
U01054,2025-08-13,Frankfurt,Referral,2000,user1054@example.com
U00050,2024-01-04,Frankfurt,TikTok Ads,1966,user50@example.com
U00958,2025-08-07,Munich,Organic,1959,user958@example.com
U01891,2024-10-08,Berlin,Meta Ads,2006,user1891@example.com
U01488,2024-01-12,Cologne,Referral,1985,user1488@example.com
U00374,2024-06-22,Frankfurt,Meta Ads,1968,user374@example.com
U01652,10.03.2024,Berlin,Organic,2004,user1652@example.com
U01131,2024-09-05,Hamburg,Google Ads,1994,user1131@example.com
U00545,2025-01-15,Berlin,TikTok Ads,1976,user545@example.com
U01120,2024-04-26,Frankfurt,Google Ads,1987,user1120@example.com
U01584,2025-11-15,Frankfurt,Referral,1991,user1584@example.com
U01142,2024-08-28,Hamburg,Referral,1961,user1142@example.com
U01345,2025-11-25,Berlin,Referral,1996,user1345@example.com
U01478,2025-03-07,Berlin,Meta Ads,2002,user1478@example.com
U00001,2025-10-16,Berlin,TikTok Ads,2005,user1@example.com
U00578,2024-12-20,Cologne,TikTok Ads,1999,user578@example.com
U01612,2024-07-30,Berlin,Referral,1970,user1612@example.com
U01989,2024-07-29,Berlin,TikTok Ads,2001,user1989@example.com
U01875,2025-11-02,Frankfurt,Organic,1964,user1875@example.com
U00928,2024-04-09,Berlin,Google Ads,1968,user928@example.com
U01806,2024-12-06,Cologne,Referral,1978,user1806@example.com
U00170,2024-05-31,Cologne,Referral,1900,user170@example.com
U00873,2025-08-06,Frankfurt,Referral,2001,user873@example.com
U01389,2025-01-25,Hamburg,Organic,1968,user1389@example.com
U01182,07.07.2025,Berlin,Meta Ads,2000,user1182@example.com
U00571,2025-02-13,Frankfurt,Organic,1975,user571@example.com
U00854,2024-04-14,Hamburg,TikTok Ads,1980,user854@example.com
U00212,2024-10-16,Hamburg,Google Ads,1979,user212@example.com
U01341,2024-01-04,Munich,Google Ads,2002,user1341@example.com
U01675,2024-04-28,Munich,Referral,1997,user1675@example.com
U01082,17.08.2024,Munich,Google Ads,1959,user1082@example.com
U00952,2025-04-18,Munich,Referral,2004,user952@example.com
U01596,2025-03-08,Cologne,TikTok Ads,1970,user1596@example.com
U01608,2025-05-17,Hamburg,Organic,1992,user1608@example.com
U00617,2024-02-10,Berlin,Organic,1978,user617@example.com
U00876,2024-04-22,Frankfurt,Referral,1959,user876@example.com
U00259,2025-01-04,Munich,TikTok Ads,1981,user259@example.com
U01528,09.04.2024,Cologne,Meta Ads,2005,user1528@example.com
U00056,2024-09-30,Frankfurt,Meta Ads,2002,user56@example.com
U01146,2025-11-16,Frankfurt,Google Ads,1961,user1146@example.com
U01220,2024-12-03,Frankfurt,Google Ads,1998,
U01971,2024-06-14,Hamburg,Meta Ads,1958,user1971@example.com
U01567,2024-09-08,Hamburg,Google Ads,2000,user1567@example.com
U01893,2025-10-11,Munich,Meta Ads,2003,user1893@example.com
U01216,2025-03-18,Frankfurt,Organic,1984,user1216@example.com
U00211,2024-09-10,Hamburg,Referral,1986,user211@example.com
U00110,2024-06-01,Cologne,Organic,1977,user110@example.com
U01361,2024-11-23,Cologne,Organic,2002,user1361@example.com
U01277,2025-08-24,Berlin,Meta Ads,2003,user1277@example.com
U01046,2024-11-20,Frankfurt,Google Ads,1982,user1046@example.com
U01022,2025-07-24,Hamburg,Organic,1963,user1022@example.com
U01909,2025-05-13,Berlin,Organic,1958,user1909@example.com
U01187,2024-03-27,Frankfurt,Google Ads,1996,user1187@example.com
U00525,2025-06-12,Hamburg,TikTok Ads,1961,user525@example.com
U01789,2025-09-22,Munich,Meta Ads,1988,
U01079,2024-09-12,Frankfurt,Referral,1999,user1079@example.com
U01866,2025-10-08,Cologne,Referral,1980,user1866@example.com
U00987,2025-02-07,Berlin,Referral,1978,user987@example.com
U00123,2025-04-26,Munich,Referral,1979,user123@example.com
U00403,2025-03-04,Cologne,Meta Ads,1994,user403@example.com
U00267,2025-08-17,Hamburg,TikTok Ads,2000,user267@example.com
U01884,2025-04-26,Cologne,Google Ads,1962,user1884@example.com
U00201,2024-11-13,Cologne,Google Ads,1972,user201@example.com
U01445,2025-07-29,Berlin,Meta Ads,1983,user1445@example.com
U00263,2024-07-05,Berlin,Google Ads,1966,user263@example.com
U00207,2025-04-17,Berlin,TikTok Ads,1961,user207@example.com
U01452,2024-11-28,Munich,Referral,1998,user1452@example.com
U00398,2024-03-05,Frankfurt,Google Ads,1992,user398@example.com
U00655,2024-06-02,Munich,Organic,1981,user655@example.com
U00384,2024-05-22,Frankfurt,Organic,1973,user384@example.com
U01440,2024-07-25,Cologne,Referral,1967,user1440@example.com
U01323,2025-05-15,Frankfurt,Meta Ads,1981,user1323@example.com
U01882,2024-06-30,Hamburg,Meta Ads,1990,user1882@example.com
U01950,2024-06-15,Hamburg,Referral,1965,user1950@example.com
U00733,2024-10-15,Berlin,Meta Ads,2003,
U00785,2024-12-17,Hamburg,Meta Ads,1965,user785@example.com
U00218,2024-07-15,Berlin,TikTok Ads,1966,user218@example.com
U01915,2025-11-20,Munich,Meta Ads,1986,user1915@example.com
U01863,2025-03-06,Cologne,Google Ads,1979,user1863@example.com
U00522,16.01.2025,Berlin,Meta Ads,1977,user522@example.com
U01350,2024-06-23,Berlin,Meta Ads,2000,user1350@example.com
U01104,2025-08-07,Berlin,Referral,1962,user1104@example.com
U01282,2024-09-02,Hamburg,Google Ads,1968,user1282@example.com
U00978,2024-08-31,Hamburg,Meta Ads,1978,user978@example.com
U01203,2025-04-08,Frankfurt,TikTok Ads,2000,user1203@example.com
U00236,2025-01-04,Cologne,TikTok Ads,1991,user236@example.com
U01536,2024-04-12,Hamburg,Organic,1990,user1536@example.com
U00037,2025-07-23,Berlin,TikTok Ads,1989,user37@example.com
U01822,2025-01-21,Hamburg,Google Ads,1960,user1822@example.com
U01659,19.08.2025,Munich,Google Ads,2000,user1659@example.com
U01558,2025-01-08,Berlin,Meta Ads,1971,user1558@example.com
U00672,2025-08-01,Munich,Organic,1975,user672@example.com
U00425,2024-06-11,Berlin,Referral,1975,user425@example.com
U00991,2025-08-24,Cologne,Referral,1967,user991@example.com
U01480,2024-03-02,Munich,Referral,1981,user1480@example.com
U01166,2025-04-09,Cologne,TikTok Ads,1973,user1166@example.com
U00523,2024-05-17,Hamburg,Organic,2005,user523@example.com
U01026,2025-11-05,Cologne,Google Ads,1965,user1026@example.com
U01239,2024-08-06,Frankfurt,Meta Ads,2005,user1239@example.com
U00397,2024-07-21,Munich,Referral,1985,user397@example.com
U00683,2025-11-16,Berlin,Google Ads,1995,
U00737,2024-01-13,Frankfurt,Meta Ads,2003,user737@example.com
U01293,2025-01-18,Berlin,Referral,1970,user1293@example.com
U00141,2025-11-21,Frankfurt,TikTok Ads,1982,user141@example.com
U01961,2025-07-06,Berlin,Google Ads,1996,user1961@example.com
U01817,2025-10-08,Frankfurt,Meta Ads,1968,user1817@example.com
U00225,2024-02-23,Cologne,Google Ads,1981,user225@example.com
U00753,2025-02-23,Berlin,Meta Ads,1965,user753@example.com
U01180,2024-05-21,Munich,Referral,1987,user1180@example.com
U01580,2024-06-23,Cologne,Google Ads,2004,user1580@example.com
U00231,22.09.2025,Munich,TikTok Ads,1963,user231@example.com
U01699,2024-11-17,Hamburg,Referral,1986,user1699@example.com
U00025,2025-06-24,Munich,Referral,1985,user25@example.com
U00572,2025-10-26,Berlin,Meta Ads,1968,user572@example.com
U00654,2025-05-28,Hamburg,Meta Ads,1986,user654@example.com
U01311,2024-04-03,Munich,TikTok Ads,1993,user1311@example.com
U01068,2025-05-17,Frankfurt,Organic,2002,user1068@example.com
U01634,2025-08-21,Cologne,Meta Ads,2005,user1634@example.com
U00119,2025-07-06,Hamburg,TikTok Ads,1963,user119@example.com
U01982,2024-08-19,Cologne,Organic,2006,user1982@example.com
U01953,2024-12-29,Hamburg,Meta Ads,1977,user1953@example.com
U01565,2024-09-16,Cologne,Referral,1976,user1565@example.com
U01756,01.11.2025,Munich,TikTok Ads,1971,user1756@example.com
U00562,2025-09-12,Cologne,Google Ads,1984,user562@example.com
U00159,2025-11-19,Hamburg,Google Ads,1974,user159@example.com
U00666,2024-01-02,Hamburg,Google Ads,2001,user666@example.com
U00833,2025-09-15,Hamburg,Meta Ads,1974,user833@example.com
U00538,2024-06-02,Cologne,Organic,1973,user538@example.com
U01152,2025-01-16,Munich,TikTok Ads,1984,user1152@example.com
U01744,2025-03-20,Berlin,Organic,1993,user1744@example.com
U01360,2025-09-07,Berlin,TikTok Ads,2005,user1360@example.com
U01912,2024-10-17,Hamburg,Referral,1977,user1912@example.com
U00072,2024-08-12,Munich,Google Ads,2002,user72@example.com
U00352,2025-04-11,Frankfurt,Organic,1997,user352@example.com
U01854,14.04.2025,Berlin,Organic,1978,user1854@example.com
U01329,2024-04-01,Munich,Referral,1994,user1329@example.com
U01696,2024-05-07,Munich,Organic,2000,user1696@example.com
U01499,2025-02-21,Munich,Google Ads,1990,user1499@example.com
U00369,2025-10-11,Berlin,Referral,1982,user369@example.com
U00095,2024-06-29,Cologne,Organic,1999,user95@example.com
U01678,2024-02-28,Cologne,Meta Ads,1969,user1678@example.com
U01666,2025-06-14,Cologne,Google Ads,1990,user1666@example.com
U01078,2024-01-04,Berlin,Meta Ads,1998,user1078@example.com
U01625,2024-09-13,Hamburg,TikTok Ads,1993,user1625@example.com
U01916,2024-04-21,Cologne,Organic,1971,user1916@example.com
U00144,2024-11-02,Hamburg,Referral,1960,user144@example.com
U00070,2024-03-15,Frankfurt,Organic,1998,user70@example.com
U00066,2024-11-04,Cologne,TikTok Ads,1958,user66@example.com
U00509,2024-03-04,Hamburg,TikTok Ads,2002,user509@example.com
U01183,2024-01-26,Cologne,Google Ads,2003,user1183@example.com
U01511,2025-01-10,Frankfurt,TikTok Ads,1997,user1511@example.com
U00772,2025-10-19,Berlin,Referral,2004,user772@example.com
U01143,2025-11-24,Frankfurt,Google Ads,1990,user1143@example.com
U01691,2024-02-28,Hamburg,TikTok Ads,1993,user1691@example.com
U00580,2024-03-17,Berlin,TikTok Ads,1978,user580@example.com
U00667,2025-06-26,Cologne,TikTok Ads,1988,user667@example.com
U01506,2024-01-16,Berlin,Organic,1977,user1506@example.com
U01326,2024-01-13,Frankfurt,TikTok Ads,1963,user1326@example.com
U01864,2024-12-17,Frankfurt,Meta Ads,1980,user1864@example.com
U01270,2024-07-28,Berlin,Referral,1962,user1270@example.com
U01191,2024-01-28,Frankfurt,Referral,1977,user1191@example.com
U01521,2024-11-01,Hamburg,Meta Ads,1986,user1521@example.com
U01208,2024-05-07,Berlin,Referral,1970,user1208@example.com
U00844,2024-06-18,Hamburg,Referral,1982,user844@example.com
U01188,2024-12-14,Frankfurt,Referral,1984,user1188@example.com
U01828,2025-06-08,Cologne,Meta Ads,1977,user1828@example.com
U00644,2025-07-18,Hamburg,Organic,1992,user644@example.com
U00027,2024-09-10,Cologne,Meta Ads,1979,user27@example.com
U00564,2024-07-25,Frankfurt,Meta Ads,1984,user564@example.com
U00385,2024-03-16,Cologne,Organic,1996,user385@example.com
U00323,28.04.2025,Frankfurt,Referral,1984,user323@example.com
U01346,2025-03-14,Berlin,Organic,1988,user1346@example.com
U01466,2025-07-11,Berlin,Meta Ads,1990,user1466@example.com
U00842,2025-08-01,Cologne,Referral,1978,
U01761,2024-05-14,Cologne,Organic,1975,user1761@example.com
U00800,2024-06-10,Munich,Referral,1993,user800@example.com
U01910,2025-10-20,Berlin,Referral,1998,user1910@example.com
U01537,2024-08-04,Frankfurt,Google Ads,1987,user1537@example.com
U01193,2024-08-30,Hamburg,Google Ads,2006,user1193@example.com
U01967,2025-02-17,Munich,Referral,1997,user1967@example.com
U01753,2024-11-11,Munich,Google Ads,1972,user1753@example.com
U00601,28.05.2024,Munich,Referral,1961,user601@example.com
U01010,2024-12-16,Munich,Meta Ads,1977,user1010@example.com
U00292,2024-03-04,Frankfurt,TikTok Ads,1991,user292@example.com
U01269,2025-08-04,Frankfurt,Organic,1996,user1269@example.com
U01658,2024-07-25,Munich,Google Ads,1985,user1658@example.com
U00868,2024-04-27,Frankfurt,Meta Ads,1987,user868@example.com
U01392,2025-03-20,Cologne,Google Ads,1996,user1392@example.com
U01798,2025-03-28,Berlin,Referral,1970,user1798@example.com
U00281,2024-03-16,Cologne,TikTok Ads,1986,user281@example.com
U00111,2025-09-12,Frankfurt,Organic,1997,user111@example.com
U01926,2025-04-26,Frankfurt,Meta Ads,1960,user1926@example.com
U00455,2024-03-11,Berlin,TikTok Ads,1976,user455@example.com
U00609,21.01.2025,Cologne,Referral,1975,user609@example.com
U00161,2024-08-14,Hamburg,Organic,1998,user161@example.com
U01033,2025-09-28,Frankfurt,Organic,2006,user1033@example.com
U01247,2024-11-21,Cologne,TikTok Ads,1998,user1247@example.com
U01956,2024-05-23,Munich,Referral,2006,user1956@example.com
U01237,2025-08-02,Berlin,Organic,1997,user1237@example.com
U01240,2025-02-13,Berlin,TikTok Ads,1958,user1240@example.com
U00911,2024-09-21,Munich,TikTok Ads,1974,user911@example.com
U01386,2025-07-05,Munich,Google Ads,2002,user1386@example.com
U01307,2025-02-28,Hamburg,Referral,1976,user1307@example.com
U00432,2025-10-05,Munich,Google Ads,1984,user432@example.com
U01985,2025-11-15,Berlin,Organic,2004,user1985@example.com
U01855,2025-06-08,Hamburg,Organic,1963,user1855@example.com
U01367,2024-04-09,Berlin,Referral,2006,user1367@example.com
U01779,2025-10-27,Cologne,Referral,1976,user1779@example.com
U01533,2024-06-30,Frankfurt,Referral,1968,user1533@example.com
U01125,2025-11-04,Cologne,Referral,1996,user1125@example.com
U00210,2024-04-15,Munich,Google Ads,1979,user210@example.com
U01098,2024-11-16,Munich,TikTok Ads,1968,user1098@example.com
U00306,2024-10-23,Hamburg,Referral,1958,user306@example.com
U00012,2024-11-28,Hamburg,Organic,1961,user12@example.com
U00434,2024-05-23,Cologne,TikTok Ads,1999,user434@example.com
U01507,2024-04-06,Hamburg,TikTok Ads,1968,user1507@example.com
U00255,2025-09-18,Berlin,Organic,1989,user255@example.com
U01597,2025-05-20,Berlin,Meta Ads,1964,user1597@example.com
U00077,2024-12-09,Frankfurt,Meta Ads,1992,user77@example.com
U00537,2024-12-10,Hamburg,Meta Ads,1998,user537@example.com
U01376,2024-01-24,Berlin,TikTok Ads,1994,user1376@example.com
U01614,2025-11-26,Hamburg,Referral,1979,user1614@example.com
U01767,2025-07-13,Frankfurt,Meta Ads,1986,user1767@example.com
U00124,2025-02-25,Cologne,Google Ads,1976,user124@example.com
U00954,15.02.2024,Frankfurt,TikTok Ads,1988,user954@example.com
U00612,2025-07-17,Munich,TikTok Ads,2003,user612@example.com
U01114,2024-07-09,Frankfurt,Meta Ads,1985,user1114@example.com
U01935,2024-03-02,Berlin,TikTok Ads,1990,user1935@example.com
U01980,2025-09-07,Cologne,Referral,1994,user1980@example.com
U00550,2024-08-02,Berlin,Meta Ads,1968,user550@example.com
U01986,2024-05-23,Munich,Organic,1968,user1986@example.com
U00322,2025-08-15,Berlin,Google Ads,1985,user322@example.com
U00497,02.01.2024,Frankfurt,Organic,1986,user497@example.com
U01172,2025-05-16,Munich,Organic,1984,user1172@example.com
U00280,09.01.2025,Cologne,Referral,1961,user280@example.com
U01486,2024-11-02,Berlin,Referral,2004,user1486@example.com
U01161,2024-11-04,Munich,TikTok Ads,1992,user1161@example.com
U00495,2024-12-05,Berlin,Referral,1973,user495@example.com
U01930,2025-03-24,Cologne,TikTok Ads,1994,user1930@example.com
U01920,2024-09-26,Hamburg,Referral,1977,user1920@example.com
U00336,2024-08-18,Berlin,TikTok Ads,2003,user336@example.com
U01650,2025-04-28,Cologne,Referral,1969,user1650@example.com
U01205,2024-01-05,Frankfurt,Organic,2001,user1205@example.com
U01772,2025-08-01,Cologne,Organic,1958,user1772@example.com
U01357,2024-07-13,Munich,TikTok Ads,1985,user1357@example.com
U01058,2025-10-23,Berlin,Meta Ads,2001,user1058@example.com
U01704,2024-04-21,Munich,Referral,1986,user1704@example.com
U01773,2025-07-12,Frankfurt,TikTok Ads,1999,user1773@example.com
U00147,2024-08-25,Frankfurt,Referral,1974,user147@example.com
U00729,2024-09-26,Cologne,Referral,1998,user729@example.com
U00283,2025-01-09,Berlin,Google Ads,1970,user283@example.com
U01809,2024-02-15,Berlin,Referral,1970,user1809@example.com
U01245,2025-04-12,Cologne,Organic,1981,user1245@example.com
U01883,2024-09-07,Frankfurt,TikTok Ads,1962,user1883@example.com
U00983,2025-08-01,Frankfurt,Google Ads,1986,user983@example.com
U01252,2025-04-30,Berlin,Meta Ads,1983,user1252@example.com
U01832,2024-08-29,Cologne,Referral,1985,user1832@example.com
U00618,2024-09-19,Hamburg,TikTok Ads,1976,user618@example.com
U00474,2025-08-10,Frankfurt,Meta Ads,2004,
U01264,2025-07-19,Berlin,Referral,2004,user1264@example.com
U00542,2025-06-03,Munich,Referral,1968,user542@example.com
U01880,2024-06-28,Hamburg,Google Ads,2003,user1880@example.com
U00786,2025-07-04,Frankfurt,TikTok Ads,1992,user786@example.com
U01609,2024-01-14,Cologne,Organic,1977,user1609@example.com
U01305,2025-05-25,Munich,TikTok Ads,1967,user1305@example.com
U01782,2024-03-09,Berlin,TikTok Ads,1958,user1782@example.com
U01554,2024-11-17,Berlin,Meta Ads,1986,user1554@example.com
U00875,2024-03-04,Cologne,Referral,1993,
U00524,2025-09-11,Frankfurt,Organic,1970,user524@example.com
U01531,2025-10-26,Cologne,Organic,1984,user1531@example.com
U01055,2025-10-15,Cologne,Google Ads,1997,user1055@example.com
U00482,2025-11-03,Berlin,Meta Ads,1992,user482@example.com
U01075,2025-04-27,Berlin,Meta Ads,1979,user1075@example.com
U00923,2025-07-07,Frankfurt,Google Ads,1989,user923@example.com
U00256,2024-06-25,Hamburg,Referral,1986,user256@example.com
U01406,2025-05-06,Berlin,Organic,2001,user1406@example.com
U00625,2025-04-06,Berlin,TikTok Ads,1985,user625@example.com
U00878,2024-07-11,Munich,Meta Ads,1981,user878@example.com
U01764,2024-10-07,Frankfurt,Organic,1964,user1764@example.com
U01422,2025-05-15,Frankfurt,TikTok Ads,2001,user1422@example.com
U01408,2024-09-07,Cologne,TikTok Ads,2000,user1408@example.com
U01502,2025-11-28,Cologne,TikTok Ads,2003,user1502@example.com
U01794,2024-06-19,Cologne,Organic,1975,user1794@example.com
U01352,2025-11-12,Hamburg,Meta Ads,1992,user1352@example.com
U00200,2025-03-23,Berlin,Organic,1973,user200@example.com
U00716,2024-06-20,Hamburg,Google Ads,1959,user716@example.com
U00340,2025-11-18,Hamburg,Google Ads,1988,user340@example.com
U00592,2025-06-27,Frankfurt,TikTok Ads,1993,user592@example.com
U00349,2024-05-23,Berlin,TikTok Ads,1989,user349@example.com
U00569,2024-01-10,Frankfurt,TikTok Ads,2000,user569@example.com
U00288,2025-09-03,Cologne,Meta Ads,1999,user288@example.com
U00488,2024-06-30,Munich,Google Ads,1978,user488@example.com
U00650,17.02.2024,Cologne,Referral,1999,user650@example.com
U01072,2025-07-01,Frankfurt,Referral,1986,user1072@example.com
U00240,2025-05-05,Frankfurt,Google Ads,1966,user240@example.com
U01338,2025-09-09,Hamburg,TikTok Ads,2006,user1338@example.com
U01481,2025-04-16,Munich,Meta Ads,1993,user1481@example.com
U01802,2025-04-29,Berlin,Referral,1999,user1802@example.com
U00253,2024-11-17,Munich,Organic,1973,
U00428,2025-06-15,Berlin,Organic,1958,user428@example.com
U01495,2024-11-12,Hamburg,Google Ads,1970,user1495@example.com
U00458,03.06.2024,Berlin,Referral,1984,user458@example.com
U00019,2024-04-24,Hamburg,TikTok Ads,1968,user19@example.com
U00968,2025-04-07,Berlin,Meta Ads,2001,user968@example.com
U00485,2025-08-04,Frankfurt,TikTok Ads,1994,user485@example.com
U01300,2025-08-05,Frankfurt,Meta Ads,1964,user1300@example.com
U00379,2024-11-03,Frankfurt,Referral,2002,user379@example.com
U00132,2025-01-27,Berlin,Referral,1996,user132@example.com
U00706,2024-11-19,Berlin,Organic,1977,user706@example.com
U00383,2024-10-25,Frankfurt,Organic,1962,user383@example.com
U01775,2024-05-10,Munich,Organic,1968,user1775@example.com
U01149,2024-10-26,Berlin,Meta Ads,2006,user1149@example.com
U01839,2025-05-26,Frankfurt,Meta Ads,1971,user1839@example.com
U01948,2024-08-01,Frankfurt,TikTok Ads,1986,user1948@example.com
U01778,2024-10-28,Hamburg,TikTok Ads,2001,user1778@example.com
U00614,2024-08-14,Munich,TikTok Ads,2000,user614@example.com
U01657,2025-10-14,Hamburg,Meta Ads,1970,user1657@example.com
U01836,2025-09-03,Cologne,Google Ads,1962,user1836@example.com
U01701,2024-04-27,Cologne,Referral,1969,user1701@example.com
U00634,2024-07-17,Cologne,Organic,2000,user634@example.com
U01524,2024-12-29,Cologne,Meta Ads,1994,
U00319,2024-04-29,Cologne,Organic,2003,user319@example.com
U00646,2025-06-06,Cologne,Meta Ads,1981,user646@example.com
U01122,2025-09-30,Munich,Meta Ads,1979,user1122@example.com
U00864,2024-04-19,Frankfurt,Organic,1999,user864@example.com
U01181,2024-04-01,Frankfurt,Referral,2000,user1181@example.com
U01059,15.07.2024,Frankfurt,Organic,1977,user1059@example.com
U01728,2024-10-31,Cologne,TikTok Ads,1961,user1728@example.com
U01868,2025-08-21,Berlin,Referral,1980,user1868@example.com
U01265,2024-07-11,Cologne,Google Ads,2002,user1265@example.com
U00222,2024-10-18,Frankfurt,Meta Ads,1986,user222@example.com
U01672,2025-03-17,Munich,TikTok Ads,1972,user1672@example.com
U00507,2024-04-03,Hamburg,Meta Ads,1982,user507@example.com
U00532,2025-11-24,Berlin,Organic,1999,
U00241,2024-10-27,Hamburg,TikTok Ads,1970,user241@example.com
U01423,2025-02-02,Hamburg,TikTok Ads,1964,user1423@example.com
U00297,2024-05-04,Hamburg,Meta Ads,1992,user297@example.com
U00623,06.06.2024,Berlin,Meta Ads,2003,user623@example.com
U00489,2025-06-22,Frankfurt,TikTok Ads,1962,user489@example.com
U01266,2025-01-18,Frankfurt,Referral,1966,user1266@example.com
U00332,2025-09-04,Cologne,Meta Ads,1978,user332@example.com
U00069,2025-11-19,Frankfurt,TikTok Ads,1970,user69@example.com
U01931,2024-10-25,Hamburg,Referral,1966,user1931@example.com
U00913,2025-09-20,Berlin,Google Ads,1986,user913@example.com
U01901,2024-07-26,Hamburg,TikTok Ads,1960,user1901@example.com
U01416,2025-05-18,Berlin,Organic,1991,user1416@example.com
U01858,2024-09-06,Frankfurt,Referral,1961,user1858@example.com
U00164,2025-08-24,Frankfurt,TikTok Ads,1967,user164@example.com
U00446,2024-01-13,Hamburg,TikTok Ads,2002,user446@example.com
U00444,2025-03-23,Frankfurt,Google Ads,1973,user444@example.com
U01664,2025-09-07,Hamburg,Organic,1959,user1664@example.com
U00742,2024-05-02,Frankfurt,TikTok Ads,1973,user742@example.com
U01175,2025-02-22,Munich,Google Ads,1981,user1175@example.com
